15759	-0.2542
15773	-0.3753
15797	-0.2230
15814	-0.3922
15815	-0.2305
15877	-0.2499
15887	-0.3878
15900	-0.3052
15907	-0.5132
15909	-0.2495
15929	-0.4014
15931	-0.4168
15933	-0.2242
15935	-0.4339
15936	-0.2640
15937	-0.4301
15944	-0.2853
15949	-0.5042
15961	-0.2281
15973	-0.2703
15979	-0.3919
15998	-0.3847
16035	-0.2579
16037	-0.2269
16039	-0.2963
16047	-0.3430
16062	-0.3062
16076	-0.3563
16087	-0.4351
16144	-0.3049
16150	-0.3754
16158	-0.2192
16183	-0.5499
16184	-0.3125
16206	-0.2587
16207	-0.2126
16221	-0.3912
16227	-0.3400
16253	-0.2057
16257	-0.3407
16267	-0.2511
16269	-0.2122
16274	-0.2424
16498	-0.2864
16589	-0.2253
16599	-0.2956
16667	-0.3876
16682	-0.2453
16694	-0.2986
16721	-0.2425
16726	-0.3163
16796	-0.2596
16839	-0.2553
16862	-0.2611
16910	-0.2384
16911	-0.2411
16959	-0.2009
16974	-0.4574
16984	-0.2553
17019	-0.2287
17024	-0.3168
17192	-0.2328
17226	-0.2500
17244	-0.4179
17246	-0.3089
17386	-0.3257
17395	-0.2712
17403	-0.2597
17552	-0.3229
17585	-0.2493
17723	-0.2400
17757	-0.2212
18020	-0.4766
18027	-0.4118
18079	-0.3294
18292	-0.2167
18392	-0.3971
18401	-0.3789
18445	-0.2663
18515	-0.4019
18544	-0.2478
18552	-0.5844
18558	-0.3708
18577	-0.3589
18655	-0.2924
18717	-0.3560
18768	-0.3200
18829	-0.2244
18835	-0.2244
18904	-0.4588
18923	-0.4408
19103	-0.2500
19110	-0.2384
19218	-0.2575
19252	-0.3342
19266	-0.2269
19320	-0.2934
19333	-0.2767
19366	-0.2960
19438	-0.4588
19464	-0.5324
19492	-0.3249
19930	-0.3802
20043	-0.3034
20055	-0.2047
20096	-0.2234
20133	-0.4375
20235	-0.2930
20292	-0.3249
20426	-0.2015
20877	-0.3275
