15724	0.1788
15725	-0.0399
15727	0.1630
15729	0.0886
15730	0.0855
15733	0.1770
15735	0.0000
15737	0.0000
15742	0.1636
15743	0.1479
15746	0.1860
15747	0.1027
15748	-0.0214
15752	0.0995
15760	0.1921
15777	0.1801
15780	-0.0420
15785	0.1650
15787	0.0000
15795	0.1583
15802	0.1903
15808	0.1706
15819	0.1950
15820	-0.1589
15821	-0.1813
15828	0.0911
15829	0.0505
15836	0.1423
15843	0.1614
15846	0.1909
15847	0.0595
15849	0.1901
15850	0.1280
15853	-0.1077
15854	0.0000
15855	-0.0477
15857	0.0948
15859	0.0551
15861	0.1536
15862	0.0000
15863	-0.1105
15867	0.1806
15870	-0.0881
15871	0.0976
15873	0.1700
15875	-0.1468
15876	0.0834
15878	-0.0566
15879	0.1906
15881	-0.0594
15885	0.0000
15886	0.1038
15897	0.1961
15898	0.0417
15899	0.1250
15903	0.0125
15906	-0.1421
15908	-0.1275
15912	0.1054
15914	0.0544
15918	0.1012
15919	0.1197
15922	0.1531
15923	-0.0369
15924	-0.1642
15925	-0.0627
15927	0.1526
15928	-0.1202
15930	0.1293
15932	-0.0742
15934	0.0615
15938	-0.0636
15939	0.0727
15940	0.0436
15941	0.0022
15942	-0.1099
15943	-0.0829
15945	0.0222
15946	-0.1220
15947	-0.0695
15948	0.1837
15950	-0.0424
15951	-0.0642
15952	0.0318
15953	-0.0141
15955	0.1196
15956	-0.0051
15958	-0.0970
15959	0.0052
15962	-0.1001
15963	0.0495
15964	-0.0237
15966	-0.1739
15967	0.0151
15968	-0.1337
15971	0.1128
15975	-0.0630
15980	0.0216
15984	0.1490
15985	0.1797
15988	0.1317
15989	0.1395
15991	0.1882
15996	0.1807
16003	-0.0241
16006	-0.0560
16010	0.0129
16012	-0.0030
16018	0.1747
16021	-0.1618
16023	0.1361
16025	0.0000
16028	0.0462
16029	-0.1593
16030	0.1591
16031	-0.0396
16034	-0.1386
16038	-0.0215
16040	0.1400
16041	0.1185
16046	-0.0950
16048	0.0000
16050	0.0973
16055	-0.1666
16056	0.1204
16059	0.0630
16064	-0.0979
16066	-0.0356
16068	0.1468
16070	0.1345
16071	-0.1699
16072	0.0000
16073	0.1133
16086	0.1927
16088	-0.1410
16089	0.1746
16094	0.1463
16097	-0.0454
16111	0.1801
16116	0.0954
16127	-0.1544
16131	0.0000
16132	-0.0816
16136	0.0000
16143	0.0000
16145	0.1204
16148	0.1465
16149	0.0000
16152	0.1318
16153	-0.1009
16154	-0.0347
16155	-0.0100
16156	0.0594
16157	-0.0793
16159	0.0118
16160	-0.1536
16161	0.0000
16163	0.1095
16165	0.0251
16166	0.1771
16167	-0.1467
16168	-0.0223
16170	-0.1206
16171	0.1568
16173	0.1468
16175	0.0000
16176	0.0881
16178	0.0382
16181	0.1205
16186	0.0000
16187	-0.1356
16193	0.1072
16195	0.1468
16196	0.0000
16200	0.0000
16202	0.1721
16204	0.0000
16205	0.1546
16208	0.0587
16210	0.0000
16211	0.1908
16212	-0.1273
16213	0.1785
16217	-0.1797
16218	0.1605
16219	0.0765
16220	0.1817
16222	0.0103
16225	0.1951
16228	0.0903
16229	0.1321
16234	-0.0772
16236	0.0309
16243	-0.1350
16249	0.0000
16251	0.1352
16254	-0.0706
16256	-0.1950
16260	0.1922
16261	0.1953
16262	0.0420
16263	0.1439
16264	0.0606
16268	0.0400
16271	-0.0978
16272	-0.0299
16273	-0.0417
16275	0.0380
16276	-0.1297
16278	0.1408
16280	0.1473
16286	0.0708
16303	0.0674
16311	0.0917
16316	0.1557
16319	0.0469
16320	0.0394
16326	0.0593
16327	-0.1614
16335	0.0784
16340	-0.0193
16344	0.0624
16346	0.1498
16348	0.0105
16349	0.0635
16354	0.1235
16356	0.1246
16357	0.1176
16359	0.0376
16367	0.1555
16371	0.1188
16374	0.1122
16377	0.0434
16378	0.1293
