16051	-0.9095
16069	-0.6808
16395	-0.6356
16737	-0.8299
19269	-0.6124
20893	-0.6564
21450	-0.6294
23620	-0.7861
24902	-0.8484
25339	-0.8145
25437	-0.6478
25456	-0.6106
26318	-0.6759
26400	-0.6398
26403	-0.7408
26427	-0.6808
26445	-0.7667
27510	-0.6085
27532	-0.8442
27959	-0.6697
28163	-0.6597
28202	-0.6410
28546	-0.7244
28758	-0.6246
28865	-0.6159
29053	-0.7402
29261	-0.6591
29287	-0.8316
29510	-0.7678
29539	-0.9068
29609	-0.6808
29747	-0.6988
29751	-0.6342
29937	-0.6187
30330	-0.9196
31250	-0.6057
31754	-0.6135
31862	-0.7140
32698	-0.7178
32796	-0.8127
33231	-0.8020
35092	-0.8229
35241	-0.6520
35305	-0.8158
35543	-0.7453
36562	-0.6071
36823	-0.6486
36976	-0.6310
38418	-0.7684
38954	-0.7479
41880	-0.7181
42461	-0.6542
43308	-0.6137
43498	-0.6448
43771	-0.6378
43801	-0.7580
43802	-0.6741
43842	-0.7177
43873	-0.9447
44208	-0.9102
44496	-0.8623
44651	-0.6526
45883	-0.7272
46052	-0.6716
46504	-0.7777
46570	-0.8943
48508	-0.8201
48647	-0.6077
48749	-0.7771
48853	-0.8764
48925	-0.6174
49221	-0.8539
49547	-0.7096
50127	-0.8862
50373	-0.6711
50440	-0.6605
52654	-0.6800
52738	-0.6956
54064	-0.6808
55431	-0.6108
55875	-0.6585
56035	-0.6908
56295	-0.6381
56315	-0.8020
57407	-0.7427
57855	-0.6945
58064	-0.7418
58179	-0.9099
58185	-0.7671
58197	-0.7994
58261	-0.6486
58339	-0.6653
58388	-0.6988
58460	-0.6486
58611	-0.6502
58646	-0.8885
58729	-0.8020
58846	-0.6851
58948	-0.8020
58985	-0.6869
59024	-0.7845
59079	-0.6808
59089	-0.8020
59106	-0.6113
59114	-0.6705
59143	-0.6253
59148	-0.6869
59201	-0.9109
59209	-0.7845
59257	-0.7728
59265	-0.6808
59266	-0.6113
59305	-0.6113
59337	-0.6310
59369	-0.6486
59374	-0.6249
59377	-0.6253
59546	-0.6164
59676	-0.6705
59693	-0.7359
59703	-0.7355
59845	-0.7018
59943	-0.6486
62057	-0.6054
64364	-0.6128
64496	-0.7148
64524	-0.6124
64558	-0.8555
64572	-0.7851
64684	-0.6012
64736	-0.8439
64758	-0.8779
64813	-0.6249
64891	-0.7220
65084	-0.6310
65087	-0.9082
65199	-0.6280
65207	-0.6310
65663	-0.7351
65987	-0.7725
66212	-0.7351
66556	-0.6280
66564	-0.6310
66723	-0.6120
66783	-0.6369
67049	-0.6708
67060	-0.7117
67232	-0.6850
67808	-0.7155
67854	-0.7476
68026	-0.6136
68251	-0.6705
68265	-0.8926
68477	-0.9000
68532	-0.6319
68787	-0.8687
68830	-0.6613
69601	-0.7279
70186	-0.7845
71311	-0.7140
71601	-0.7672
72006	-0.6249
72189	-0.6629
72405	-0.7396
72930	-0.7175
74831	-0.6801
75012	-0.6956
75372	-0.7574
76296	-0.6283
76566	-0.6408
76568	-0.8591
76914	-0.9552
77535	-0.7351
77807	-0.7086
77821	-0.6416
