15722	0.3120
15723	0.4871
15724	0.1788
15725	-0.0399
15726	0.2991
15727	0.1630
15728	0.4265
15729	0.0886
15730	0.0855
15731	0.4900
15732	0.6588
15733	0.1770
15734	0.3445
15735	0.0000
15736	0.8070
15737	0.0000
15738	0.2585
15739	0.3796
15740	0.3625
15741	0.4049
15742	0.1636
15743	0.1479
15744	0.3852
15745	0.2067
15746	0.1860
15747	0.1027
15748	-0.0214
15749	0.4412
15750	0.7671
15751	0.4057
15752	0.0995
15753	0.3489
15754	0.3162
15755	0.8985
15756	0.3854
15757	0.5540
15758	0.4839
15759	-0.2542
15760	0.1921
15761	0.3143
15762	0.5416
15763	0.5447
15764	0.3734
15765	0.3838
15766	0.3926
15767	0.8834
15768	0.3149
15769	0.3690
15770	0.9008
15771	0.3183
15772	0.3037
15773	-0.3753
15774	0.3473
15775	0.8271
15776	0.6205
15777	0.1801
15778	0.3976
15779	0.2457
15780	-0.0420
15781	0.4835
15782	0.8632
15783	0.3996
15784	0.2859
15785	0.1650
15786	0.2202
15787	0.0000
15788	0.9022
15789	0.8537
15790	0.7717
15791	0.6369
15792	0.3562
15793	0.7717
15794	0.3327
15795	0.1583
15796	0.3131
15797	-0.2230
15798	0.8516
15799	0.7043
15800	0.4542
15801	0.6504
15802	0.1903
15803	0.2316
15804	0.4358
15805	0.4215
15806	0.4251
15807	0.3125
15808	0.1706
15809	0.5815
15810	0.3545
15811	0.8999
15812	0.4338
15813	0.2731
15814	-0.3922
15815	-0.2305
15816	0.6113
15817	0.5568
15818	0.6369
15819	0.1950
15820	-0.1589
15821	-0.1813
15822	0.4896
15823	0.3334
15824	0.4522
15825	0.8655
15826	0.4237
15827	0.6249
15828	0.0911
15829	0.0505
15830	0.3198
15831	0.4810
15832	0.3125
15833	0.4199
15834	0.3797
15835	0.2687
15836	0.1423
15837	0.4881
15838	0.6369
15839	0.7430
15840	0.4404
15841	0.6588
15842	0.2771
15843	0.1614
15844	0.2313
15845	0.5719
15846	0.1909
15847	0.0595
15848	0.7063
15849	0.1901
15850	0.1280
15851	0.8360
15852	0.7212
15853	-0.1077
15854	0.0000
15855	-0.0477
15856	0.3953
15857	0.0948
15858	0.3659
15859	0.0551
15860	0.5469
15861	0.1536
15862	0.0000
15863	-0.1105
15864	0.3888
15865	0.5192
15866	0.2598
15867	0.1806
15868	0.6019
15869	0.3185
15870	-0.0881
15871	0.0976
15872	0.3348
15873	0.1700
15874	0.4847
15875	-0.1468
15876	0.0834
15877	-0.2499
15878	-0.0566
15879	0.1906
15880	0.4526
15881	-0.0594
15882	0.4347
15883	0.5953
15884	0.4691
15885	0.0000
15886	0.1038
15887	-0.3878
15888	0.4404
15889	0.2832
15890	0.4662
15891	0.3816
15892	0.5272
15893	0.7906
15894	0.7248
15895	0.4537
15896	0.2546
15897	0.1961
15898	0.0417
15899	0.1250
15900	-0.3052
15901	0.4630
15902	0.4289
15903	0.0125
15904	0.2123
15905	0.2232
15906	-0.1421
15907	-0.5132
15908	-0.1275
15909	-0.2495
